star_rating,review_body,sentiment,cleaned_text
5,"I bought one of these speakers about a year ago,  I work in a freezer on third shift and like something to listen to but it's hard to find anything that can withstand -5 and then the thaw afterward, well not only did this speaker withstand the cold, but it tolerated moisture and water from the melting ice that cakes on when leaving said freezer, humidity is a pain in the butt, the only thing I have a problem with is that the internal components such as the charge port is not very sturdy, I have to replace the speaker, but that's not to say is flawed, I have dropped it a couple of times from waist hight,  over all I am very pleased with its performance",positive,bought speakers year ago   work freezer shift like listen hard find withstand -5 thaw afterward w
5,only used once on the charge that the battery's came with - last two weeks.  Using the first battery on a full charge now with no issues,positive,charge battery came weeks   battery charge issues
4,"They have a bit of a lack of bass, but when it's 7 bucks, they seem to be the best option for cheap headphones",positive,bit lack bass 7 bucks best option cheap headphones
5,"AMAZING sound quality and battery life. This thing's perfect for the beach, as the sound travels smoothly through the wind and loudness that comes with the waves. I use it in my backyard too for gatherings. LOVE the mic feature. Fast and quality service. overall great product and experience",positive,amazing sound quality battery life thing perfect beach sound travels smoothly wind loudness comes waves use backyard gathe
5,"very good product i m going to buy another one , all the channel can be seen it doesn't matter the is not vhf i used inside it looks not so nice for indoor used, but i just hang it behind tv were i don't see it .....",positive,good product m going buy channel seen matter vhf inside looks nice indoor hang tv
1,Way too many reviews from free or discounted users. Reviews from users actually buying are more honest.,negative,way reviews free discounted users reviews users actually buying honest
5,headphones is good for privacy and listening pleasure,positive,headphones good privacy listening pleasure
4,"does what it is made for, and a good price.",positive,good price
3,"Not bad for the money. I like to wear earbuds when I mow the lawn and these aren't as good as my last pair. They don't block out the noise of the mower very well and the volume seems lower. They are lacking a mic, volume controls, and pause/play button that ,any earbuds do have. If you are looking for a very basic pair of earbuds these are pretty good.",neutral,bad money like wear earbuds mow lawn good pair block noise mower volume lower l
5,Nice sturdy cable.,positive,nice sturdy cable
5,"The Efest is more expensive than the Nitecore Intellicharger i4.  The Efest allows the user to choose between three charging levels (0.5, 1 or 2amp).  By default I think it'll charge at the lowest current to maximize the life of the battery.  The Efest has a nice LCD displaying charging status and voltage which the Nitecore doesn't.  I suppose these differences justify the $10 difference for some.",positive,efest expensive nitecore intellicharger i4   efest allows user choose charging levels 0.5 1 2amp   default think charge lowest cur
4,"It's pretty good, misbehaves when battery starts going low.",positive,pretty good misbehaves battery starts going low
3,Feels cheep but works well,neutral,feels cheep works
